"","Device","mean_X","median_X","mean_Y","median_Y","mean_Z","median_Z","Corr_YZ","Corr_XZ","mean_P_X","median_P_X","mean_P_Y","median_P_Y","mean_P_Z","median_P_Z","Corr_P_YZ","Corr_P_XZ","mean_M_X","median_M_X","mean_M_Y","median_M_Y","mean_M_Z","median_M_Z","Corr_M_YZ","Corr_M_XZ"
"11",39,0.458101370500483,0.2860273,2.66919156797236,3.336985,4.5157686861967,5.7205462,0.591082438773104,0.101444826414771,-0.029796053218031,1.5714156155656,-1.45155941214007,-1.56938321030532,-1.40515632263268,-1.57045205687083,-0.0464030895073954,1.37536026941465,0.849836269779345,5003.32628465864,14.787035953852,3329.63691214752,22.5693087764114,1003.20922588111,0.655183377583404,0.0376545102997377
"12",45,-0.670979871184667,-0.24516626,3.37210713696031,4.5219555,2.51945223413368,1.7570249,1.33842868353478,-0.266319742876723,3.10542634733737,1.57324420526754,-1.24316083107518,1.57237770629307,-1.21216310917224,1.56366916535667,-0.0309977219029392,-1.96559585066997,1.02817950461653,3484.45149995905,13.165310356952,1815.9600802983,19.6285871898305,2589.40362972763,0.670721240893637,0.0523817376499327
"13",47,-0.0199354803272996,-0.013620348,4.41317824337894,4.8216033,6.7688531858003,8.090487,0.651983153163508,-0.00294517841945815,-0.337212149779958,1.56863646468287,-1.30170534524306,1.57093605826278,-0.569976461848379,-1.56856420862244,-0.731728883394683,0.232764312068421,8.36772192297092,3591.30481698181,12.5557979374778,6420.86688480267,12.2939352723728,8954.03841713134,1.02130014997667,0.680638195791958
"14",51,0.439410865484428,0.38307226,4.02383964138997,4.175488,7.89289341985374,8.6574335,0.50980539421303,0.0556717089805287,-2.63693294821596,-1.57330048532726,-1.13109667037338,1.57117995178749,-1.20015235834833,1.56628479772546,0.0690556879749549,-1.43678058986763,1.6620214421557,3047.7172095095,10.5863258434513,1159.35825061541,18.1730821382524,1789.62610152177,0.582527815750537,0.091455121894669
"15",52,0.699707557270011,0.45968673,4.6469103770877,5.707777,4.70119320083411,5.93762,0.988453394398516,0.148836162943881,0.448988842535709,1.57151967279768,-1.30524612814019,1.56912426655057,-1.29563422242533,-1.57325412656438,-0.00961190571485821,1.74462306496104,4.09000366603447,4115.49727035849,8.0998370495106,2670.48175757859,22.3243986561318,3334.49485875716,0.362824422474907,0.183207786647865
"16",57,0.0373099942639536,-0.5992953,4.06602909983952,4.767122,5.2853720599095,6.66035,0.769298557178422,0.00705910460816119,-2.28021369187288,-1.56714279091448,-1.4490373260411,1.57369402982154,-0.231456807761211,-1.56011477385497,-1.21758051827989,-2.04875688411167,10.5074066522658,6957.76688714738,11.1527379402192,8025.74821347026,10.9554266563772,1570.2935236498,1.01801036965796,0.959105197984177
"17",58,0.236315187777002,0.14982383,0.0927434979062503,0.14982383,3.33134041586398,4.1269655,0.0278396940356506,0.0709369677897998,0.0569411742633896,-1.57195492667758,-1.13176100234548,-1.56824449865612,-0.98077554007363,-1.56792815073242,-0.150985462271855,1.03771671433702,2.04643186884442,3531.29144595417,10.6944975399051,1529.59174944888,14.698280892806,2545.78041039152,0.72760192963379,0.139229334625524
"18",65,1.0231281899237,0.95342433,5.53079133079713,6.3607025,5.67471350144119,6.0882955,0.97463798470046,0.180296007836142,-2.39129716584141,1.70284737306284,2.57888981993381,1.56990878880314,-1.07258874347724,1.84540599122239,-2.63170674376853,-1.31870842236417,27.3424253617258,237.10010393655,4.55398431959184,7141.41817689546,6.43120633391808,176.350294815756,0.708107325926428,4.25152357770303
"19",67,1.44534804462591,0.6401563,2.73486496009581,3.7728362,3.21202860270079,5.4890003,0.851444771630063,0.449979817555364,2.90892721792829,-1.57451502631728,-1.44417777346688,-1.58025005553758,-1.18353927251767,-1.53910180329373,-0.26063850094921,-2.19071881673363,1.58149312445662,2504.63501867113,14.5242886628629,937.423460249734,18.1052813975205,970.625846910484,0.80221280984078,0.0873498229457625
"20",68,0.275878278328777,0.80445176,5.04928357746731,6.742072,4.44201942445945,3.9456444,1.1367090269043,0.0621064997621772,-0.274418160812785,1.57561425158341,-1.10745440694545,1.56506877090617,-1.10943824399542,-1.56904768509755,0.00198383704997869,0.835020083182639,1.25054254527543,417.992655552693,8.84256689090927,1521.87918743467,14.0504805079872,953.942731583909,0.629342668094702,0.0890035429439254
"21",70,-0.893856653221401,-0.68916684,2.94019422844324,5.403763,6.21710332203322,6.705456,0.472920277522699,-0.143773813450003,-1.83393480430361,1.57123891281703,-1.09941743858726,1.56835989600554,-0.743730761913363,-1.55353294176472,-0.355686676673895,-1.09020404239024,2.53424325069316,2718.31815859054,7.26942457900033,1454.40281398388,13.0246937940186,1050.12472915606,0.558126332485353,0.194572194231313
"22",71,0.251729026946585,0.16645385,5.46269440126034,6.091732,6.15696914020693,7.355105,0.887237580189779,0.0408852182322494,0.317373509399895,-1.57460138207272,-1.31951605829001,1.56908464050216,-1.48116265803784,-1.58029068287537,0.161646599747835,1.79853616743774,3.89998377131469,7628.81196634687,8.96572338640794,4948.79247400294,13.0103133931108,2019.06655416894,0.689124321260045,0.299760939915545
"23",73,2.89545925159029,0.7218784,1.26943529927947,1.4165162,4.11252375507838,5.1212506,0.308675493414937,0.704058973036888,2.17527504641895,1.5370426366098,-1.42085423333326,1.5796953909446,-0.739330484736112,-1.54001263811315,-0.681523748597146,2.91460553115506,21.9186080311703,1249.92161061193,17.4571240625339,4808.63583643263,30.0415879053668,426.190897157436,0.581098579659808,0.729608837595919
"24",74,-0.750390101583,-0.90021986,-4.10200633267783,-8.255207,2.44425976169313,1.2449849,-1.67822029268951,-0.307000963376825,-2.70556823746283,-1.57746728349558,-0.32137293864764,1.57028216533188,-0.431365236696001,1.56799704233517,0.109992298048361,-2.27420300076683,6.68407348480596,4274.50805693274,9.49368226645857,5003.27230463321,5.71210030519358,5921.8190711915,1.66203003435123,1.17016038369085
"25",75,0.282540389138548,0.34428406,-1.36284047392638,0.38380188,4.01305354129122,3.9080732,-0.339601866734099,0.0704053375394636,-1.01319775142638,-1.56768838909526,-1.10025414880133,1.58195866588733,-0.629698008539168,-1.56735412391147,-0.470556140262165,-0.383499742887208,1.16090707625903,5109.88009089531,7.59837365096905,232.903873429444,11.89119188139,4329.94627460783,0.638991761865412,0.097627478207284
"26",78,-2.45058292019159,-1.484618,-2.35949158563022,-0.7218784,4.79046373090656,4.8216033,-0.492539286000127,-0.511554425176252,-0.438628024015694,-1.56991669908576,-0.994981619159105,-1.56971711976747,-0.801394937231453,1.56885930453294,-0.193586681927652,0.362766913215758,0.282914723778151,2573.92531766748,9.70165694935153,2914.48094883045,10.7204915381517,5416.28770932204,0.904963817640786,0.0263900888099508
"27",79,0.659656180796038,0.5363012,4.97369519008414,5.2863975,7.14913061918583,7.6614456,0.695706297033717,0.0922708250742749,-0.0711206281623002,1.57016252698682,-0.743117992152927,1.5718484665728,-0.909366848349967,1.55211481490101,0.16624885619704,0.838246220187667,1.96070970863673,4398.06466951368,4.97671375074278,3695.80425582748,11.9530697264488,777.362952829648,0.416354448241082,0.164033989051216
"28",81,-0.318971729784528,-0.32688835,7.22351040542053,8.975809,4.01565129890949,3.0645783,1.79883905940294,-0.0794321284497859,-2.31495472887623,1.5716667946138,-1.1344158275539,1.52316521688933,-0.713634906595605,1.56124138209272,-0.420780920958292,-1.60131982228063,5.94825543937864,8302.33468567111,7.40994905274722,463.93395346818,20.4100797508925,4900.11066591662,0.363053410039871,0.291437148309945
"29",87,1.5910509223701,1.0215261,6.76816171667243,7.6137743,4.61478529654265,5.6252036,1.4666254834744,0.344772469384893,-1.12009971562982,1.56069552359877,-0.872372607658867,-1.56918197948652,-0.718201421469031,-1.56810654740592,-0.154171186189836,-0.401898294160792,2.3215722260575,310.632178845257,6.09790182128318,967.196765271953,13.1749880720643,3759.43846114399,0.462839266944984,0.176210575171605
"30",89,0.891094988302285,0.61291564,4.94420134731744,5.66947,7.01735877091157,7.5082164,0.704567275056848,0.126984385064657,2.59087564352555,1.57491097693428,-0.490086626127499,-1.46684526164735,-0.597050926653691,1.55648083894074,0.106964300526192,-3.09525873700035,16.4306959582821,3195.7392727461,9.70348738068283,272.827581728789,20.1385084580288,3473.44137137862,0.481837440985568,0.815884453038103
"31",90,-3.0150327716761,-1.532289,6.9065634591245,9.576807,3.03826441251328,2.566584,2.27319367948339,-0.992353647450335,0.24187827020261,1.55951062509449,0.303741946746764,-1.55957246775008,0.0804402196017661,1.24490775166821,0.223301727144998,0.161438050600844,20.8187515218094,3101.97763650084,21.2557118385644,902.670038737702,21.6355045653612,157.021413542837,0.982445857657284,0.962249410866087
"32",91,1.11223823405972,0.8562195,5.07958376084762,6.861132,3.57702692935053,3.4452355,1.42005745586319,0.310939295685331,2.57919158801618,-1.57513420100959,-1.36925744581527,1.56978808044238,-0.914536412227809,1.56881852074633,-0.454721033587456,-2.78945730693559,0.850774859073188,1445.58808221177,6.53253321745369,2279.06561526172,8.48514630639631,7974.07366284772,0.76987867758147,0.100266374715525
"33",92,-0.42797833552877,-0.5746084,6.81475560275713,7.73806,2.84078719048442,3.86903,2.39889690631668,-0.150654838546984,-2.4405813182198,1.65679148138145,-1.37782717171195,-1.57797966384443,2.91465071828274,-1.57918695706256,1.9907074171849,0.927953270677038,21.5769488609381,488.789349120347,22.1345620544779,2332.03776062601,9.21235930661673,1498.70929686704,2.40270286012182,2.34217404497462
"34",94,-1.87558055665995,-1.9885708,7.24227466191201,8.267551,0.661644276934922,-1.3756552,10.9458736580659,-2.83472648678925,0.682532301346929,-1.57228948006396,0.996158996602213,1.56598337532421,-2.4279057445983,1.55085186447144,-2.85912056597908,3.11043804594523,5.2307617723086,7539.86414529867,14.4037624536364,2510.82525154117,13.3466640575075,2233.57327876471,1.07920319201668,0.391915294321526
"35",95,0.780425342401127,0.536284,6.11050756927978,6.741856,5.35862660999295,6.014042,1.14031225050924,0.145639060005742,1.20913560119589,-1.56880079372995,-0.903852997896486,-1.42700379689066,-0.71530643787647,1.56593315755614,-0.188546560020016,1.92444203907236,2.44432510558415,3040.11986604318,9.79584980841354,111.783074114309,12.870712360005,1825.91603666757,0.76109616425378,0.189913738821462
"36",96,0.0221183713815882,-0.0196133,7.29455378219782,7.7668667,5.05296243043465,5.67805,1.44361923972792,0.00437730770535051,3.10779450493566,1.58003367640656,-1.85036258251305,-1.57121635441708,-1.43346259549395,-0.856429254557179,-0.416899987019104,-1.74192820674997,4.05548250041028,1720.4625529002,27.8074108811022,1737.65426370892,16.5113365685101,92.0374794226877,1.68414051556163,0.245618062691834
"37",99,-3.01096927750661,-1.8730702,3.78057932744297,6.1487694,6.90246507464629,6.952915,0.54771437255504,-0.4362165175694,0.166819719538967,1.54953781339667,-0.753449305155783,-1.57680076667259,0.430349367959375,-1.56889165115166,-1.18379867311516,-0.263529648420408,1.52047260309007,958.430967616991,4.1633973177071,1501.65573119549,6.93328832628189,5627.46688683803,0.600493895793283,0.219300356704688
"38",104,-0.813445243693544,-0.6472389,4.70404868273615,5.089651,7.04075032590596,8.159133,0.668117525120572,-0.115533885742337,-1.89059454122323,-1.57914507781856,-0.665290433502688,-1.55939798809549,-0.789112791074278,-1.56256772820426,0.12382235757159,-1.10148175014896,7.42824816230577,2776.5848181626,11.7432216702566,1410.26096061717,15.6945455822471,2515.68497610762,0.748235851029669,0.473301257648916
"39",105,-1.1467859254107,-0.9120184,5.94380678824138,6.5116153,4.29526202153261,6.3154826,1.38380540196254,-0.266988584086777,2.70498320810945,1.57016162100513,-0.891280237314136,1.56768831393939,-1.22360032443501,-1.55333933417777,0.332320087120873,-2.35460177463512,4.02908772471198,4615.72793570916,11.7193641177511,5344.16556209655,13.1731563665886,2315.55633396614,0.889639794110026,0.305855909744687
"40",108,-0.491571335985502,0.14982383,6.77613185870884,7.8317,-1.00632374227791,-2.465283,-6.73355061997287,0.488482299814156,-2.06195158587914,1.54503033552646,-0.671957014005698,-1.56273502442222,-0.720093216224203,1.34296492705208,0.0481362022185048,-1.34185836965494,3.82345368181095,801.526898786407,10.6631306332915,3211.57087157554,23.2310635793379,80.9990685645781,0.459003118685252,0.164583669135648
"41",110,1.02614445032305,0.64530945,3.44523863517454,3.7843628,2.43448361355132,3.5189667,1.41518251180536,0.421503946303486,-1.68079172623649,-1.57115166609486,-0.79332130055552,-1.56285681190885,-0.934787380873708,1.56972644869946,0.141466080318189,-0.746004345362781,1.22733310246287,5584.95274723185,6.94800195910115,697.745837173948,8.24544730358233,1103.51251044424,0.842647063681132,0.148849790347898
"42",111,0.275605482704826,0.235909425,7.58909915183364,7.1275035,5.24005704914037,6.428008,1.4482855970201,0.0525958935408993,-1.03287030059735,1.59365545629082,-1.16616603972179,-1.59424406139012,0.755944099853692,1.57613352786551,-1.92211013957549,-1.78881440045104,15.8877502986377,1666.32425276966,10.1177104464283,1161.95623212279,12.3588716396368,3162.69381817799,0.818659724078639,1.28553404889192
"43",116,0.638838262240809,0.10896278,5.06304879226859,5.5843425,4.78664363278656,7.04172,1.05774508835142,0.133462674736224,0.047841943370061,-1.56003394163424,-1.08402819995893,1.56335937981934,-0.443104802478923,-1.56573545245503,-0.640923397480006,0.490946745848984,8.46416727825601,2334.72525241181,5.7232486933509,1985.7286867668,18.6191249183139,3291.02695374145,0.30738548231778,0.454595332239842
"44",117,0.97545889857416,0.35412905,6.13426204507732,8.458236,6.4682417676987,5.761407,0.948366227698967,0.150807427057757,2.13980892029146,1.56908278204378,-1.04278496241285,1.57399063007092,-1.89510704002607,1.56578527598118,0.852322077613222,-2.24826934686206,13.5774661626022,161.909693107071,12.5178274475538,4125.9354066549,8.84349412203976,1829.84544151505,1.415484340783,1.53530561283062
"45",120,1.5529853720662,0.3677494,3.89340094900924,4.0588636,3.75808034561561,3.881799,1.03600790588511,0.413239002161834,-1.08055811360486,1.56982905577246,-1.67926732941923,1.57017889524625,-1.05623118763115,1.56763213703513,-0.623036141788076,-0.0243269259737101,3.82727519347631,1244.0520760155,2.21059927359737,4875.91458079307,12.1336043478839,5764.52337254121,0.182188178402478,0.315427723184642
"46",122,-2.13414114490672,-1.6208214,-3.75118194060139,-3.840938,15.2670686533911,15.867705,-0.245704137825317,-0.13978722394968,2.22305667682729,-1.57576934321923,-0.487037895816278,1.57019018016705,-0.213407037669121,-1.56238576478812,-0.273630858147157,2.43646371449641,8.57387316120764,1981.89448550397,11.0986793447958,1041.58613710678,6.57536696356941,2659.10464652544,1.68791786166272,1.30393835183814
"47",124,1.51698805132186,2.2218192,8.52426495235813,9.270349,0.821624421278039,0.842759,10.3748923858648,1.8463278500926,-0.458062912107812,-1.54125213463958,1.06636965942365,-1.53802212830879,-0.938913196748383,-1.55226844688231,2.00528285617203,0.480850284640571,17.1662302190536,1358.46643061012,4.02710408057687,799.274688071255,10.2111103570947,2239.57758782708,0.394384541910158,1.6811325721425
"48",126,-1.65797346560553,-1.2690959,3.27209800764005,2.1920748,11.6557549764005,12.460214,0.280728105066132,-0.142245051389845,2.00210636662005,-1.56227187617601,-1.37909161643717,1.58583946380639,-2.76691798833345,-1.5684480874358,1.38782637189627,-1.51416095222609,7.67122557873468,1816.60405470334,6.36690644755227,1111.25395280717,9.28817537496566,2730.64282970485,0.685485166948176,0.825913085083522
"49",127,4.01342651484041,5.630311,1.12625853986294,0.4971427,7.99015366508094,7.6989017,0.14095580474065,0.502296536846361,-0.231998688699269,-1.55343670212373,-0.143203428586276,-1.58273889159104,1.0675962816893,-1.57324631540569,-1.21079971027557,-1.29959497038857,14.2000840834834,2139.93067783941,9.34539930941426,90.2338927796236,8.28628985233798,3126.47154904998,1.12781467652588,1.71368421048859
"50",129,1.16723538841737,1.2748644,7.48564119523224,8.4925585,3.06611650921826,2.4663725,2.44140794152039,0.380688530559123,-1.33043207409159,1.54363678425354,-2.65534760682737,-1.56818239684992,-0.252054118964462,1.56372996148257,-2.4032934878629,-1.07837795512712,16.4727344525707,865.571577379715,10.7910993137755,3487.9975301803,25.0116204583154,2873.26000076895,0.431443429735392,0.658603247239589
"51",134,0.328504004151749,-0.4213795,6.92139004004985,8.0445175,2.82276800614052,1.0726024,2.45198685297317,0.116376550760507,-2.01023598922139,-1.56659205972585,0.641337581548857,1.56913171060837,-1.42609681295577,-1.97529061530677,2.06743439450463,-0.584139176265624,12.7661197150296,2390.7345396637,12.1388116148199,3163.27081009945,10.5624054321543,33.4092407527969,1.14924689198794,1.20863753971862
"52",137,-2.53741533845287,-1.9830762,2.45235205664831,0.58438474,7.3606064748113,7.34792,0.333172553788943,-0.344729112626269,-1.20998893964029,-1.57088431988068,-0.736585982490045,-1.57070894277042,-0.886721098341743,-1.56811052734805,0.150135115851698,-0.323267841298543,0.805203082392183,2796.13486509775,6.45337373871274,4566.1798934438,10.8468038018515,1782.67412259865,0.594956252238212,0.0742341335845625
"53",142,-0.244204914360813,-0.50395286,7.3425928137205,8.962189,1.71045982422341,-0.8308412,4.29275958998581,-0.142771499746676,0.491758974686885,1.56644541113868,1.93119641601184,1.57981782936149,2.56314314054142,-1.56777092355081,-0.631946724529576,-2.07138416585453,8.3712551837862,5056.81123989721,17.6443198452821,3184.65454208331,9.82886125955651,6649.17967434513,1.79515402439186,0.85170142936415
"54",145,1.5293696580962,0.7711963,5.31908736312559,6.702462,5.94391263193901,6.19232295,0.894879802664663,0.2573001577914,0.943595106418586,1.65222364978899,-1.1816463691298,-1.57126664266898,0.163918868436057,-1.49159398029978,-1.34556523756586,0.779676237982529,32.4150764927497,1131.50600515283,22.9321320571005,1421.43552458199,18.827257800037,60.4095550995035,1.21802825991236,1.72170991851431
"55",148,0.776009498509671,0.5554548,6.60862193449259,8.331821,3.09017399775369,2.5522189,2.13859217613524,0.251121619388995,-1.69722163134041,-1.56905887588907,-1.86151914342581,1.57717763203009,-0.706767599596109,-1.54287530395191,-1.1547515438297,-0.990454031744298,8.27534907814517,2980.64283951012,5.02645438440413,1636.33171099322,10.1798090086808,702.138946681138,0.493767061849375,0.812917911435114
"56",149,1.41004761227396,1.5334113,7.71516665311879,8.736432,-2.24486524256033,-2.29862,-3.43680614178846,-0.628121272288826,2.21417405919118,-1.56767083606166,2.19309665375363,-1.51095219820925,-0.790276818133441,1.56316784614692,2.98337347188707,3.00445087732462,22.3207951453054,670.449356432268,4.58521724586069,580.785317017863,42.6498903444571,4031.03256043405,0.107508300931812,0.523349414618278
"57",152,-2.33572083777434,-5.448139,6.61825113489482,7.082581,-1.75024061135577,-2.152015,-3.78133788689098,1.3345141362964,-1.83564695233895,1.57146569673836,-0.140729873181386,1.54009315181227,2.07827381958764,-1.5642546482673,-2.21900369276903,2.36926453525299,12.4592562290383,3679.68492711736,13.6721163676934,1127.30392786827,8.12083084081682,1449.31554955231,1.68358590835002,1.53423417791389
"58",156,1.59790381325194,0.20593965,5.63888322582561,7.678607,1.05925352524088,0.71588546,5.32345004425951,1.50851875889539,2.14283234206414,-1.58971601094913,-0.0479223061956862,1.57016710194624,0.194366324705507,-1.56388493787684,-0.242288630901193,1.94846601735864,11.398321588044,890.597710024884,6.26991129524645,3320.40565193515,20.3933143721547,4446.00616117164,0.307449352313592,0.558924428861226
"59",157,0.17902843326342,-0.5363012,-1.27364297090222,0.2681506,3.10153447408749,5.554548,-0.410649303286218,0.0577225353318353,0.273822271576466,1.56056138574291,-0.198901917353677,1.5370260168185,-0.704499817412552,1.5739455802462,0.505597900058875,0.978322088989018,5.00633386597604,1786.31758807878,2.54635158681155,247.21375939612,13.6066891750034,1947.63716247622,0.187139689461666,0.367931816593054
"60",158,0.0270602974628722,-0.05448139,2.12490626049558,0.89894295,7.99827820219099,9.452521,0.265670461414245,0.00338326534521636,-1.73531241666353,-1.56964296655155,-0.186932459323535,1.57816294244078,-0.574333470205481,1.5776679950939,0.387401010881946,-1.16097894645805,7.0637104491141,1956.68332425591,10.7207523347451,1067.09436999084,16.8915920754491,3506.05999948181,0.634679803233411,0.418179080903852
"61",159,-0.337440771361879,0.45968673,6.87634660387303,7.201759,-0.192777747191496,-3.6774938,-35.6698151319427,1.75041350092489,1.6987421767045,1.57076183855959,-0.406512080711226,1.57015606099967,-2.57142595319875,-1.57263748462516,2.16491387248752,-2.01301717727634,13.7526541794124,1360.86033209194,24.0761689225015,3413.55209088491,19.1549889455838,4356.3579938308,1.25691374664313,0.717967220888586
"62",162,2.04816148222346,1.4849122,5.61100074646946,8.200547,3.144675926612,1.7723144,1.78428584611408,0.6513108282131,-2.98118059083409,-1.57146710227662,-1.13247046689549,-1.55175305836444,-1.17249663056121,-1.5668697769201,0.040026163665726,-1.80868396027288,1.24444909166148,3359.27050015372,5.24408707011263,1392.99892050337,11.7967689401483,1801.69876869107,0.444535880690623,0.105490672740585
"63",163,2.17316323115871,1.8387469,3.68501198051228,4.290409,3.02181185792404,2.2601264,1.21947101731339,0.719159012319072,0.623885876038278,-1.56834957682273,-0.0463372871496294,1.56896796631769,-0.476879155278925,-1.57190661827657,0.430541868129296,1.1007650313172,8.02237875171148,6097.12392251434,12.3211383302455,6794.16232737632,15.9117260050579,1963.12592359021,0.774343294142254,0.504180297546688
"64",168,5.6671975340047,6.246211,5.15937054689199,5.7863674,3.01361180556902,3.1805859,1.71202227750691,1.88053335984813,2.73738049506976,-1.56463077137812,2.6580018929126,1.58799548360004,-1.25782770534749,1.57384435266728,-2.3673557089195,-2.28797710676234,10.1730597455565,706.056620598594,5.81692247566691,3207.2083239898,40.4695522588112,3937.66887190964,0.143735775440916,0.251375643607265
"65",169,-2.81285009530011,-3.830675,3.20249327749497,7.66135,0.044496961169646,-0.459681,71.9710558499796,-63.2144313086017,-0.636390996440817,1.68541643489112,-1.19319663200241,1.54723672601329,0.990843109021512,-1.57686839478936,-2.18403974102392,-1.62723410546233,3.25478148526803,345.91833265773,9.91434489242443,1650.41741939892,8.71807252091408,2242.41690291846,1.13721752929223,0.373337280397706
"66",174,-1.11293633522364,-0.9942854,7.3926480379634,8.267551,4.96705547798093,5.053149,1.4883361119551,-0.224063600690049,2.0148322840055,1.57256059245435,-1.89256118641075,1.56237323994794,-0.183623159980486,1.54571868522456,-1.70893802643026,2.19845544398599,12.5255427473098,2519.77921430131,4.18135780455573,1510.31287953201,15.7286110625649,1289.47646493063,0.265844058825234,0.79635402627009
"67",175,7.86549553570734,8.785124,-0.252615474778197,-0.51757324,-2.21628470690516,-2.6423476,0.113981508779597,-3.54895538068789,-0.770159916778297,-1.56635755247392,0.752582622880252,-1.57294567915802,-0.0505873487445292,-1.56092208074951,0.803169971624781,-0.719572568033768,19.3952451992278,2624.96597349854,2.11098690252777,1193.77633632541,5.86111114122085,1491.37512134153,0.360168379623673,3.30914134400595
"68",177,6.07732145201332,7.446396,-0.549189197428551,-4.29895,3.92619976294639,2.8403778,-0.139878057813445,1.54788900691406,-0.670494763912106,1.57130497549838,-0.639403237241048,-1.57248344609478,-0.685007347837128,-1.56665216834324,0.0456041105960806,0.0145125839250221,3.3075335491041,5679.87299809558,1.86029043739726,1514.55445710543,12.5232632059135,1426.23123524872,0.148546781043365,0.264111158147845
"69",183,3.39177573939696,1.8387469,2.80323111005692,1.292869,4.25874426021178,4.8267107,0.658229501181065,0.796426254350453,2.76021504714369,-1.56249709540981,-0.370576699996153,-1.57051996170475,-0.535881234691232,1.56961580142779,0.165304534695079,-2.98708902534466,2.33382706879287,1005.32957185115,7.58123679189334,2494.30462678386,10.5562402566874,9700.15679674972,0.718175847417894,0.221085065519837
